respondent_id,question_id,answer_text,sentiment
61,Q9,Maybe,NEUTRAL
61,Q10,Nothing really worries me,POSITIVE
61,Q11,I think it can,POSITIVE
61,Q12,Hopeful or positive,POSITIVE
61,Q13,Yes,POSITIVE
61,Q14,Not sure,NEUTRAL
62,Q3,Neutral / not sure,NEUTRAL
62,Q4,Sometimes,NEUTRAL
62,Q5,Somewhat confident,POSITIVE
62,Q6,Not concerned,POSITIVE
62,Q7,Not sure,NEUTRAL
62,Q8,Unsure,NEUTRAL
62,Q9,Uncomfortable,NEGATIVE
62,Q10,Maybe,NEUTRAL
62,Q11,Privacy or transparency,NEGATIVE
62,Q12,I think it can,POSITIVE
62,Q13,Neutral / unsure,NEUTRAL
62,Q14,Yes,POSITIVE
62,Q15,Not sure,NEUTRAL
63,Q3,Neutral / not sure,NEUTRAL
63,Q4,Sometimes,NEUTRAL
63,Q5,Not confident at all,NEGATIVE
63,Q6,A little concerned,NEGATIVE
63,Q7,Not sure,NEUTRAL
63,Q8,Unsure,NEUTRAL
63,Q9,Not sure,NEUTRAL
63,Q10,Maybe,NEUTRAL
63,Q11,Nothing really worries me,POSITIVE
63,Q12,Not sure,NEUTRAL
63,Q13,Neutral / unsure,NEUTRAL
63,Q14,Maybe / Not sure,NEUTRAL
64,Q3,Worried or uneasy,NEGATIVE
64,Q4,Often or very often,POSITIVE
64,Q5,Somewhat confident,POSITIVE
64,Q6,A little concerned,NEGATIVE
64,Q7,Agree,POSITIVE
64,Q8,I trust them,POSITIVE
64,Q9,Comfortable,POSITIVE
64,Q10,Maybe,NEUTRAL
64,Q11,Privacy or transparency,NEGATIVE
64,Q12,I think it can,POSITIVE
64,Q13,Hopeful or positive,POSITIVE
64,Q14,Yes,POSITIVE
64,Q15,Not sure,NEUTRAL
65,Q3,Neutral / not sure,NEUTRAL
65,Q4,Sometimes,NEUTRAL
65,Q5,Somewhat confident,POSITIVE
65,Q6,Not concerned,POSITIVE
65,Q7,Not sure,NEUTRAL
65,Q8,Unsure,NEUTRAL
65,Q9,Uncomfortable,NEGATIVE
65,Q10,Maybe,NEUTRAL
65,Q11,Privacy or transparency,NEGATIVE
65,Q12,I think it can,POSITIVE
65,Q13,Hopeful or positive,POSITIVE
65,Q14,Yes,POSITIVE
65,Q15,Not sure,NEUTRAL
,,,
66,Q3,Neutral / not sure,NEUTRAL
66,Q4,Often or very often,POSITIVE
66,Q5,Very confident,POSITIVE
66,Q6,A little concerned,NEGATIVE
66,Q7,Agree,POSITIVE
66,Q8,I trust them,POSITIVE
66,Q9,Comfortable,POSITIVE
66,Q10,Maybe,NEUTRAL
66,Q11,Privacy or transparency,NEGATIVE
66,Q12,I think it can,POSITIVE
66,Q13,Hopeful or positive,POSITIVE
66,Q14,Yes,POSITIVE
66,Q15,Not sure,NEUTRAL
67,Q3,Neutral / not sure,NEUTRAL
67,Q4,Often or very often,POSITIVE
67,Q5,Somewhat confident,POSITIVE
67,Q6,A little concerned,NEGATIVE
67,Q7,Agree,POSITIVE
67,Q8,I trust them,POSITIVE
67,Q9,Comfortable,POSITIVE
67,Q10,Maybe,NEUTRAL
67,Q11,Privacy or transparency,NEGATIVE
67,Q12,I think it can,POSITIVE
67,Q13,Hopeful or positive,POSITIVE
67,Q14,Yes,POSITIVE
67,Q15,Not sure,NEUTRAL
68,Q3,Excited or comfortable,POSITIVE
68,Q4,Often or very often,POSITIVE
68,Q5,Not confident at all,NEGATIVE
68,Q6,A little concerned,NEGATIVE
68,Q7,Agree,POSITIVE
68,Q8,I trust them,POSITIVE
68,Q9,Not sure,NEUTRAL
68,Q10,Maybe,NEUTRAL
68,Q11,Nothing really worries me,POSITIVE
68,Q12,I think it can,POSITIVE
68,Q13,Hopeful or positive,POSITIVE
68,Q14,Yes,POSITIVE
68,Q15,Not sure,NEUTRAL
69,Q3,Neutral / not sure,NEUTRAL
69,Q4,Sometimes,NEUTRAL
69,Q5,Somewhat confident,POSITIVE
69,Q6,Not concerned,POSITIVE
69,Q7,Not sure,NEUTRAL
69,Q8,Unsure,NEUTRAL
69,Q9,Uncomfortable,NEGATIVE
69,Q10,Maybe,NEUTRAL
69,Q11,Privacy or transparency,NEGATIVE
69,Q12,I think it can,POSITIVE
69,Q13,Neutral / unsure,NEUTRAL
69,Q14,Yes,POSITIVE
69,Q15,Not sure,NEUTRAL
70,Q3,Neutral / not sure,NEUTRAL
70,Q4,Sometimes,NEUTRAL
70,Q5,Not confident at all,NEGATIVE
70,Q6,A little concerned,NEGATIVE
70,Q7,Not sure,NEUTRAL
70,Q8,Unsure,NEUTRAL
70,Q9,Not sure,NEUTRAL
70,Q10,Maybe,NEUTRAL
70,Q11,Nothing really worries me,POSITIVE
70,Q12,Not sure,NEUTRAL
70,Q13,Neutral / unsure,NEUTRAL
70,Q14,Maybe / Not sure,NEUTRAL
70,Q15,Not sure,NEUTRAL
,,,
71,Q3,Excited or comfortable,POSITIVE
71,Q4,Often or very often,POSITIVE
71,Q5,Very confident,POSITIVE
71,Q6,A little concerned,NEGATIVE
71,Q7,Agree,POSITIVE
71,Q8,I trust them,POSITIVE
71,Q9,Comfortable,POSITIVE
71,Q10,Maybe,NEUTRAL
71,Q11,"Safety, fairness, or job loss",NEGATIVE
71,Q12,I think it can,POSITIVE
71,Q13,Hopeful or positive,POSITIVE
71,Q14,Yes,POSITIVE
71,Q15,I would trust it,POSITIVE
72,Q3,Neutral / not sure,NEUTRAL
72,Q4,Sometimes,NEUTRAL
72,Q5,Somewhat confident,POSITIVE
72,Q6,Not concerned,POSITIVE
72,Q7,Disagree,NEGATIVE
72,Q8,I trust them,POSITIVE
72,Q9,Uncomfortable,NEGATIVE
72,Q10,Absolutely necessary,NEGATIVE
72,Q11,"Safety, fairness, or job loss",NEGATIVE
72,Q12,I think it can,POSITIVE
72,Q13,Neutral / unsure,NEUTRAL
72,Q14,No,NEGATIVE
72,Q15,I would not trust it,NEGATIVE
73,Q3,Neutral / not sure,NEUTRAL
73,Q4,Sometimes,NEUTRAL
73,Q5,Somewhat confident,POSITIVE
73,Q6,A little concerned,NEGATIVE
73,Q7,Agree,POSITIVE
73,Q8,I trust them,POSITIVE
73,Q9,Comfortable,POSITIVE
73,Q10,Maybe,NEUTRAL
73,Q11,Nothing really worries me,POSITIVE
73,Q12,Not sure,NEUTRAL
73,Q13,Worried or negative,NEGATIVE
73,Q14,Maybe / Not sure,NEUTRAL
73,Q15,Not sure,NEUTRAL
74,Q3,Neutral / not sure,NEUTRAL
74,Q4,Often or very often,POSITIVE
74,Q5,Somewhat confident,POSITIVE
74,Q6,A little concerned,NEGATIVE
74,Q7,Agree,POSITIVE
74,Q8,I trust them,POSITIVE
74,Q9,Not sure,NEUTRAL
74,Q10,Maybe,NEUTRAL
74,Q11,Nothing really worries me,POSITIVE
74,Q12,I think it can,POSITIVE
74,Q13,Neutral / unsure,NEUTRAL
74,Q14,Yes,POSITIVE
74,Q15,Not sure,NEUTRAL
75,Q3,Neutral / not sure,NEUTRAL
75,Q4,Sometimes,NEUTRAL
75,Q5,Somewhat confident,POSITIVE
75,Q6,A little concerned,NEGATIVE
75,Q7,Not sure,NEUTRAL
75,Q8,Unsure,NEUTRAL
75,Q9,Uncomfortable,NEGATIVE
75,Q10,Absolutely necessary,NEGATIVE
75,Q11,Privacy or transparency,NEGATIVE
75,Q12,I think it can,POSITIVE
75,Q13,Neutral / unsure,NEUTRAL
75,Q14,Yes,POSITIVE
75,Q15,Not sure,NEUTRAL
76,Q3,Neutral / not sure,NEUTRAL
76,Q4,Often or very often,POSITIVE
76,Q5,Somewhat confident,POSITIVE
76,Q6,A little concerned,NEGATIVE
76,Q7,Agree,POSITIVE
76,Q8,I trust them,POSITIVE
76,Q9,Not sure,NEUTRAL
76,Q10,Maybe,NEUTRAL
76,Q11,Nothing really worries me,POSITIVE
76,Q12,I think it can,POSITIVE
76,Q13,Hopeful or positive,POSITIVE
76,Q14,Yes,POSITIVE
76,Q15,Not sure,NEUTRAL
77,Q3,Neutral / not sure,NEUTRAL
77,Q4,Sometimes,NEUTRAL
77,Q5,Somewhat confident,POSITIVE
77,Q6,A little concerned,NEGATIVE
77,Q7,Not sure,NEUTRAL
77,Q8,I don’t trust them,NEGATIVE
77,Q9,Uncomfortable,NEGATIVE
77,Q10,Maybe,NEUTRAL
77,Q11,Nothing really worries me,POSITIVE
77,Q12,I don’t think so,NEGATIVE
77,Q13,Worried or negative,NEGATIVE
77,Q14,Maybe / Not sure,NEUTRAL
77,Q15,Not sure,NEUTRAL
78,Q3,Neutral / not sure,NEUTRAL
78,Q4,Sometimes,NEUTRAL
78,Q5,Not confident at all,NEGATIVE
78,Q6,Very concerned,NEGATIVE
78,Q7,Agree,POSITIVE
78,Q8,Unsure,NEUTRAL
78,Q9,Comfortable,POSITIVE
78,Q10,Maybe,NEUTRAL
78,Q11,Privacy or transparency,NEGATIVE
78,Q12,I think it can,POSITIVE
78,Q13,Neutral / unsure,NEUTRAL
78,Q14,Maybe / Not sure,NEUTRAL
78,Q15,I would not trust it,NEGATIVE
79,Q3,Excited or comfortable,POSITIVE
79,Q4,Sometimes,NEUTRAL
79,Q5,Not confident at all,NEGATIVE
79,Q6,A little concerned,NEGATIVE
79,Q7,Agree,POSITIVE
79,Q8,Unsure,NEUTRAL
79,Q9,Comfortable,POSITIVE
79,Q10,Absolutely necessary,NEGATIVE
79,Q11,Privacy or transparency,NEGATIVE
79,Q12,I think it can,POSITIVE
79,Q13,Neutral / unsure,NEUTRAL
79,Q14,Yes,POSITIVE
79,Q15,Not sure,NEUTRAL
80,Q3,Neutral / not sure,NEUTRAL
80,Q4,Sometimes,NEUTRAL
80,Q5,Somewhat confident,POSITIVE
80,Q6,Very concerned,NEGATIVE
80,Q7,Agree,POSITIVE
80,Q8,Unsure,NEUTRAL
80,Q9,Not sure,NEUTRAL
80,Q10,Maybe,NEUTRAL
80,Q11,Privacy or transparency,NEGATIVE
80,Q12,Not sure,NEUTRAL
80,Q13,Neutral / unsure,NEUTRAL
80,Q14,Maybe / Not sure,NEUTRAL
80,Q15,I would not trust it,NEGATIVE
,,,
81,Q3,Excited or comfortable,POSITIVE
81,Q4,Often or very often,POSITIVE
81,Q5,Somewhat confident,POSITIVE
81,Q6,A little concerned,NEGATIVE
81,Q7,Agree,POSITIVE
81,Q8,I trust them,POSITIVE
81,Q9,Comfortable,POSITIVE
81,Q10,Maybe,NEUTRAL
81,Q11,Privacy or transparency,NEGATIVE
81,Q12,Not sure,NEUTRAL
81,Q13,Hopeful or positive,POSITIVE
81,Q14,Yes,POSITIVE
81,Q15,Not sure,NEUTRAL
82,Q3,Excited or comfortable,POSITIVE
82,Q4,Sometimes,NEUTRAL
82,Q5,Very confident,POSITIVE
82,Q6,A little concerned,NEGATIVE
82,Q7,Disagree,NEGATIVE
82,Q8,Unsure,NEUTRAL
82,Q9,Comfortable,POSITIVE
82,Q10,Absolutely necessary,NEGATIVE
82,Q11,"Safety, fairness, or job loss",NEGATIVE
82,Q12,Not sure,NEUTRAL
82,Q13,Hopeful or positive,POSITIVE
82,Q14,Yes,POSITIVE
82,Q15,I would trust it,POSITIVE
83,Q3,Excited or comfortable,POSITIVE
83,Q4,Often or very often,POSITIVE
83,Q5,Somewhat confident,POSITIVE
83,Q6,A little concerned,NEGATIVE
83,Q7,Agree,POSITIVE
83,Q8,I trust them,POSITIVE
83,Q9,Not sure,NEUTRAL
83,Q10,Maybe,NEUTRAL
83,Q11,Privacy or transparency,NEGATIVE
83,Q12,Not sure,NEUTRAL
83,Q13,Hopeful or positive,POSITIVE
83,Q14,Yes,POSITIVE
83,Q15,I would trust it,POSITIVE
84,Q3,Excited or comfortable,POSITIVE
84,Q4,Often or very often,POSITIVE
84,Q5,Very confident,POSITIVE
84,Q6,Very concerned,NEGATIVE
84,Q7,Agree,POSITIVE
84,Q8,Unsure,NEUTRAL
84,Q9,Not sure,NEUTRAL
84,Q10,Maybe,NEUTRAL
84,Q11,Nothing really worries me,POSITIVE
84,Q12,I think it can,POSITIVE
84,Q13,Hopeful or positive,POSITIVE
84,Q14,Maybe / Not sure,NEUTRAL
84,Q15,I would trust it,POSITIVE
85,Q3,Neutral / not sure,NEUTRAL
85,Q4,Often or very often,POSITIVE
85,Q5,Somewhat confident,POSITIVE
85,Q6,Very concerned,NEGATIVE
85,Q7,Disagree,NEGATIVE
85,Q8,I trust them,POSITIVE
85,Q9,Comfortable,POSITIVE
85,Q10,Absolutely necessary,NEGATIVE
85,Q11,"Safety, fairness, or job loss",NEGATIVE
85,Q12,I think it can,POSITIVE
85,Q13,Neutral / unsure,NEUTRAL
85,Q14,Yes,POSITIVE
85,Q15,I would not trust it,NEGATIVE
86,Q3,Neutral / not sure,NEUTRAL
86,Q4,Sometimes,NEUTRAL
86,Q5,Somewhat confident,POSITIVE
86,Q6,Not concerned,POSITIVE
86,Q7,Not sure,NEUTRAL
86,Q8,Unsure,NEUTRAL
86,Q9,Not sure,NEUTRAL
86,Q10,Not necessary,POSITIVE
86,Q11,Nothing really worries me,POSITIVE
86,Q12,Not sure,NEUTRAL
86,Q13,Neutral / unsure,NEUTRAL
86,Q14,Maybe / Not sure,NEUTRAL
86,Q15,Not sure,NEUTRAL
87,Q3,Worried or uneasy,NEGATIVE
87,Q4,Sometimes,NEUTRAL
87,Q5,Somewhat confident,POSITIVE
87,Q6,A little concerned,NEGATIVE
87,Q7,Not sure,NEUTRAL
87,Q8,Unsure,NEUTRAL
87,Q9,Uncomfortable,NEGATIVE
87,Q10,Maybe,NEUTRAL
87,Q11,"Safety, fairness, or job loss",NEGATIVE
87,Q12,Not sure,NEUTRAL
87,Q13,Worried or negative,NEGATIVE
87,Q14,Maybe / Not sure,NEUTRAL
87,Q15,Not sure,NEUTRAL
,,,
88,Q3,Neutral / not sure,NEUTRAL
88,Q4,Sometimes,NEUTRAL
88,Q5,Somewhat confident,POSITIVE
88,Q6,Not concerned,POSITIVE
88,Q7,Not sure,NEUTRAL
88,Q8,Unsure,NEUTRAL
88,Q9,Not sure,NEUTRAL
88,Q10,Not necessary,POSITIVE
88,Q11,Nothing really worries me,POSITIVE
88,Q12,Not sure,NEUTRAL
88,Q13,Neutral / unsure,NEUTRAL
88,Q14,Maybe / Not sure,NEUTRAL
88,Q15,Not sure,NEUTRAL
89,Q3,Worried or uneasy,NEGATIVE
89,Q4,Sometimes,NEUTRAL
89,Q5,Somewhat confident,POSITIVE
89,Q6,A little concerned,NEGATIVE
89,Q7,Not sure,NEUTRAL
89,Q8,Unsure,NEUTRAL
89,Q9,Uncomfortable,NEGATIVE
89,Q10,Maybe,NEUTRAL
89,Q11,"Safety, fairness, or job loss",NEGATIVE
89,Q12,Not sure,NEUTRAL
89,Q13,Worried or negative,NEGATIVE
89,Q14,Maybe / Not sure,NEUTRAL
89,Q15,Not sure,NEUTRAL
90,Q3,Neutral / not sure,NEUTRAL
90,Q4,Sometimes,NEUTRAL
90,Q5,Not confident at all,NEGATIVE
90,Q6,A little concerned,NEGATIVE
90,Q7,Not sure,NEUTRAL
90,Q8,Unsure,NEUTRAL
90,Q9,Not sure,NEUTRAL
90,Q10,Maybe,NEUTRAL
90,Q11,"Safety, fairness, or job loss",NEGATIVE
90,Q12,I don’t think so,NEGATIVE
90,Q13,Neutral / unsure,NEUTRAL
90,Q14,Maybe / Not sure,NEUTRAL
90,Q15,Not sure,NEUTRAL
91,Q3,Neutral / not sure,NEUTRAL
91,Q4,Sometimes,NEUTRAL
91,Q5,Somewhat confident,POSITIVE
91,Q6,Not concerned,POSITIVE
91,Q7,Not sure,NEUTRAL
91,Q8,Unsure,NEUTRAL
91,Q9,Uncomfortable,NEGATIVE
91,Q10,Maybe,NEUTRAL
91,Q11,Privacy or transparency,NEGATIVE
91,Q12,I don’t think so,NEGATIVE
91,Q13,Worried or negative,NEGATIVE
91,Q14,Maybe / Not sure,NEUTRAL
91,Q15,Not sure,NEUTRAL
92,Q3,Neutral / not sure,NEUTRAL
92,Q4,Often or very often,POSITIVE
92,Q5,Somewhat confident,POSITIVE
92,Q6,Not concerned,POSITIVE
92,Q7,Agree,POSITIVE
92,Q8,I trust them,POSITIVE
92,Q9,Not sure,NEUTRAL
92,Q10,Maybe,NEUTRAL
92,Q11,Privacy or transparency,NEGATIVE
92,Q12,I think it can,POSITIVE
92,Q13,Hopeful or positive,POSITIVE
92,Q14,Yes,POSITIVE
92,Q15,I would trust it,POSITIVE
93,Q3,Excited or comfortable,POSITIVE
93,Q4,Often or very often,POSITIVE
93,Q5,Somewhat confident,POSITIVE
93,Q6,Very concerned,NEGATIVE
93,Q7,Agree,POSITIVE
93,Q8,I trust them,POSITIVE
93,Q9,Comfortable,POSITIVE
93,Q10,Maybe,NEUTRAL
93,Q11,Privacy or transparency,NEGATIVE
93,Q12,I think it can,POSITIVE
93,Q13,Hopeful or positive,POSITIVE
93,Q14,Yes,POSITIVE
93,Q15,I would trust it,POSITIVE
94,Q3,Excited or comfortable,POSITIVE
94,Q4,Often or very often,POSITIVE
94,Q5,Somewhat confident,POSITIVE
94,Q6,A little concerned,NEGATIVE
94,Q7,Agree,POSITIVE
94,Q8,I don’t trust them,NEGATIVE
94,Q9,Comfortable,POSITIVE
94,Q10,Maybe,NEUTRAL
94,Q11,Nothing really worries me,POSITIVE
94,Q12,I think it can,POSITIVE
94,Q13,Hopeful or positive,POSITIVE
94,Q14,Yes,POSITIVE
94,Q15,Not sure,NEUTRAL
95,Q3,Excited or comfortable,POSITIVE
95,Q4,Sometimes,NEUTRAL
95,Q5,Very confident,POSITIVE
95,Q6,A little concerned,NEGATIVE
95,Q7,Not sure,NEUTRAL
95,Q8,I trust them,POSITIVE
95,Q9,Comfortable,POSITIVE
95,Q10,Maybe,NEUTRAL
95,Q11,"Safety, fairness, or job loss",NEGATIVE
95,Q12,I don’t think so,NEGATIVE
95,Q13,Worried or negative,NEGATIVE
95,Q14,Maybe / Not sure,NEUTRAL
95,Q15,I would trust it,POSITIVE
96,Q3,Don’t know anything about it,NEGATIVE
96,Q4,Often or very often,POSITIVE
96,Q5,Somewhat confident,POSITIVE
96,Q6,Very concerned,NEGATIVE
96,Q7,Disagree,NEGATIVE
96,Q8,I trust them,POSITIVE
96,Q9,Comfortable,POSITIVE
96,Q10,Maybe,NEUTRAL
96,Q11,Privacy or transparency,NEGATIVE
96,Q12,Not sure,NEUTRAL
96,Q13,Hopeful or positive,POSITIVE
96,Q14,Maybe / Not sure,NEUTRAL
96,Q15,Not sure,NEUTRAL
97,Q3,Neutral / not sure,NEUTRAL
97,Q4,Sometimes,NEUTRAL
97,Q5,Excited or comfortable,POSITIVE
97,Q6,Somewhat confident,POSITIVE
97,Q7,Agree,POSITIVE
97,Q8,Unsure,NEUTRAL
97,Q9,Comfortable,POSITIVE
97,Q10,Maybe,NEUTRAL
97,Q11,Privacy or transparency,NEGATIVE
97,Q12,Not sure,NEUTRAL
97,Q13,Hopeful or positive,POSITIVE
97,Q14,Yes,POSITIVE
97,Q15,I would trust it,POSITIVE
,,,
98,Q3,Neutral / not sure,NEUTRAL
98,Q4,Often or very often,POSITIVE
98,Q5,Somewhat confident,POSITIVE
98,Q6,Very concerned,NEGATIVE
98,Q7,Disagree,NEGATIVE
98,Q8,I trust them,POSITIVE
98,Q9,Comfortable,POSITIVE
98,Q10,Maybe,NEUTRAL
98,Q11,Privacy or transparency,NEGATIVE
98,Q12,I think it can,POSITIVE
98,Q13,Worried or negative,NEGATIVE
98,Q14,Maybe / Not sure,NEUTRAL
98,Q15,Not sure,NEUTRAL
99,Q3,Neutral / not sure,NEUTRAL
99,Q4,Often or very often,POSITIVE
99,Q5,Somewhat confident,POSITIVE
99,Q6,Not concerned,POSITIVE
99,Q7,Disagree,NEGATIVE
99,Q8,I don’t trust them,NEGATIVE
99,Q9,Not sure,NEUTRAL
99,Q10,Absolutely necessary,POSITIVE
99,Q11,Nothing really worries me,POSITIVE
99,Q12,I think it can,POSITIVE
99,Q13,Hopeful or positive,POSITIVE
99,Q14,Maybe / Not sure,NEUTRAL
99,Q15,I would not trust it,NEGATIVE
100,Q3,Excited or comfortable,POSITIVE
100,Q4,Sometimes,NEUTRAL
100,Q5,Somewhat confident,POSITIVE
100,Q6,A little concerned,NEGATIVE
100,Q7,Agree,POSITIVE
100,Q8,Unsure,NEUTRAL
100,Q9,Comfortable,POSITIVE
100,Q10,Maybe,NEUTRAL
100,Q11,Privacy or transparency,NEGATIVE
100,Q12,Not sure,NEUTRAL
100,Q13,Hopeful or positive,POSITIVE
100,Q14,Yes,POSITIVE
100,Q15,I would trust it,POSITIVE
101,Q3,Excited or comfortable,POSITIVE
101,Q4,Sometimes,NEUTRAL
101,Q5,Somewhat confident,POSITIVE
101,Q6,Very concerned,NEGATIVE
101,Q7,Not sure,NEUTRAL
101,Q8,Unsure,NEUTRAL
101,Q9,Comfortable,POSITIVE
101,Q10,Maybe,NEUTRAL
101,Q11,"Safety, fairness, or job loss",NEGATIVE
101,Q12,I don’t think so,NEGATIVE
101,Q13,Hopeful or positive,POSITIVE
101,Q14,,NEUTRAL
101,Q15,Not sure,NEUTRAL
102,Q3,Worried or uneasy,NEGATIVE
102,Q4,Often or very often,POSITIVE
102,Q5,Somewhat confident,POSITIVE
102,Q6,A little concerned,NEGATIVE
102,Q7,Not sure,NEUTRAL
102,Q8,Unsure,NEUTRAL
102,Q9,Not sure,NEUTRAL
102,Q10,Maybe,NEUTRAL
102,Q11,Privacy or transparency,NEGATIVE
102,Q12,I think it can,POSITIVE
102,Q13,Worried or negative,NEGATIVE
102,Q14,Maybe / Not sure,NEUTRAL
102,Q15,I would trust it,POSITIVE
103,Q3,Neutral / not sure,NEUTRAL
103,Q4,Rarely or never,NEGATIVE
103,Q5,Somewhat confident,POSITIVE
103,Q6,Very concerned,NEGATIVE
103,Q7,Disagree,NEGATIVE
103,Q8,Unsure,NEUTRAL
103,Q9,Not sure,NEUTRAL
103,Q10,Absolutely necessary,POSITIVE
103,Q11,"Safety, fairness, or job loss",NEGATIVE
103,Q12,I think it can,POSITIVE
103,Q13,Neutral / unsure,NEUTRAL
103,Q14,Maybe / Not sure,NEUTRAL
103,Q15,I would not trust it,NEGATIVE
104,Q3,Excited or comfortable,POSITIVE
104,Q4,Often or very often,POSITIVE
104,Q5,Somewhat confident,POSITIVE
104,Q6,A little concerned,NEGATIVE
104,Q7,Not sure,NEUTRAL
104,Q8,Unsure,NEUTRAL
104,Q9,Comfortable,POSITIVE
104,Q10,Maybe,NEUTRAL
104,Q11,Privacy or transparency,NEGATIVE
104,Q12,I think it can,POSITIVE
104,Q13,Hopeful or positive,POSITIVE
104,Q14,Maybe / Not sure,NEUTRAL
104,Q15,I would not trust it,NEGATIVE
105,Q3,Neutral / not sure,NEUTRAL
105,Q4,Sometimes,NEUTRAL
105,Q5,Somewhat confident,POSITIVE
105,Q6,Very concerned,NEGATIVE
105,Q7,Agree,POSITIVE
105,Q8,Unsure,NEUTRAL
105,Q9,Uncomfortable,NEGATIVE
105,Q10,Maybe,NEUTRAL
105,Q11,Privacy or transparency,NEGATIVE
105,Q12,I think it can,POSITIVE
105,Q13,Worried or negative,NEGATIVE
105,Q14,Yes,POSITIVE
105,Q15,I would trust it,POSITIVE
106,Q3,Neutral / not sure,NEUTRAL
106,Q4,Often or very often,POSITIVE
106,Q5,Somewhat confident,POSITIVE
106,Q6,Not concerned,POSITIVE
106,Q7,Disagree,NEGATIVE
106,Q8,I don’t trust them,NEGATIVE
106,Q9,Uncomfortable,NEGATIVE
106,Q10,Absolutely necessary,POSITIVE
106,Q11,Privacy or transparency,NEGATIVE
106,Q12,I think it can,POSITIVE
106,Q13,Hopeful or positive,POSITIVE
106,Q14,Maybe / Not sure,NEUTRAL
106,Q15,I would not trust it,NEGATIVE
107,Q3,Neutral / not sure,NEUTRAL
107,Q4,Often or very often,POSITIVE
107,Q5,Somewhat confident,POSITIVE
107,Q6,Very concerned,NEGATIVE
107,Q7,Agree,POSITIVE
107,Q8,Unsure,NEUTRAL
107,Q9,Comfortable,POSITIVE
107,Q10,Absolutely necessary,POSITIVE
107,Q11,Privacy or transparency,NEGATIVE
107,Q12,I think it can,POSITIVE
107,Q13,Worried or negative,NEGATIVE
107,Q14,Yes,POSITIVE
107,Q15,I would trust it,POSITIVE
108,Q3,Very confident,POSITIVE
108,Q4,Sometimes,NEUTRAL
108,Q5,Excited or comfortable,POSITIVE
108,Q6,A little concerned,NEGATIVE
108,Q7,Not sure,NEUTRAL
108,Q8,I trust them,POSITIVE
108,Q9,Comfortable,POSITIVE
108,Q10,Maybe,NEUTRAL
108,Q11,"Safety, fairness, or job loss",NEGATIVE
108,Q12,I don’t think so,NEGATIVE
108,Q13,Worried or negative,NEGATIVE
108,Q14,Maybe / Not sure,NEUTRAL
108,Q15,I would trust it,POSITIVE
109,Q3,Neutral / not sure,NEUTRAL
109,Q4,Often or very often,POSITIVE
109,Q5,Neutral / not sure,NEUTRAL
109,Q6,A little concerned,NEGATIVE
109,Q7,Not sure,NEUTRAL
109,Q8,Unsure,NEUTRAL
109,Q9,Comfortable,POSITIVE
109,Q10,Maybe,NEUTRAL
109,Q11,Privacy or transparency,NEGATIVE
109,Q12,I think it can,POSITIVE
109,Q13,Hopeful or positive,POSITIVE
109,Q14,Maybe / Not sure,NEUTRAL
109,Q15,I would not trust it,NEGATIVE
110,Q3,Neutral / not sure,NEUTRAL
110,Q4,Sometimes,NEUTRAL
110,Q5,Somewhat confident,POSITIVE
110,Q6,A little concerned,NEGATIVE
110,Q7,Agree,POSITIVE
110,Q8,Unsure,NEUTRAL
110,Q9,Not sure,NEUTRAL
110,Q10,Maybe,NEUTRAL
110,Q11,"Safety, fairness, or job loss",NEGATIVE
110,Q12,Not sure,NEUTRAL
110,Q13,Worried or negative,NEGATIVE
110,Q14,Maybe / Not sure,NEUTRAL
110,Q15,Not sure,NEUTRAL
